image_path,species_id,confidence,uncertainty
LUCAS2018/CY/646/216/LUCAS2018_64621660_Cover.jpg,1451554,0.09375,0.0
LUCAS2018/CY/646/216/LUCAS2018_64621646_Cover.jpg,1388788,0.140625,0.0
LUCAS2018/CY/646/216/LUCAS2018_64621654_Cover.jpg,1359174,0.12988281,0.0
LUCAS2018/CY/646/216/LUCAS2018_64621642_Cover.jpg,1356557,0.16113281,0.0
LUCAS2018/CY/646/016/LUCAS2018_64601636_Cover.jpg,1400124,0.21875,0.0
LUCAS2018/CY/645/816/LUCAS2018_64581650_Cover.jpg,1388788,0.58203125,0.0
LUCAS2018/CY/645/816/LUCAS2018_64581632_Cover.jpg,1451554,0.38085938,0.0
LUCAS2018/CY/645/816/LUCAS2018_64581660_Cover.jpg,1425569,0.12792969,0.0
LUCAS2018/CY/645/816/LUCAS2018_64581656_Cover.jpg,1451554,0.2890625,0.0
LUCAS2018/CY/645/616/LUCAS2018_64561648_Cover.jpg,1482313,0.123535156,0.0
LUCAS2018/CY/645/416/LUCAS2018_64541638_Cover.jpg,1361421,0.27929688,0.0
LUCAS2018/CY/645/216/LUCAS2018_64521652_Cover.jpg,1357687,0.12060547,0.0
LUCAS2018/CY/645/016/LUCAS2018_64501650_Cover.jpg,1502610,0.103515625,0.0
LUCAS2018/CY/645/016/LUCAS2018_64501636_Cover.jpg,1482313,0.07128906,0.0
LUCAS2018/CY/644/816/LUCAS2018_64481638_Cover.jpg,1357792,0.609375,0.0
LUCAS2018/CY/644/616/LUCAS2018_64461652_Cover.jpg,1743336,0.15625,0.0
LUCAS2018/CY/644/616/LUCAS2018_64461650_Cover.jpg,1499749,0.10205078,0.0
LUCAS2018/CY/644/616/LUCAS2018_64461632_Cover.jpg,1356494,0.18359375,0.0
LUCAS2018/CY/644/616/LUCAS2018_64461640_Cover.jpg,1398200,0.087890625,0.0
LUCAS2018/CY/644/416/LUCAS2018_64441656_Cover.jpg,1396107,0.033691406,0.0
LUCAS2018/CY/644/416/LUCAS2018_64441654_Cover.jpg,1355989,0.07128906,0.0
LUCAS2018/CY/644/416/LUCAS2018_64441632_Cover.jpg,1393640,0.14160156,0.0
LUCAS2018/CY/644/216/LUCAS2018_64421652_Cover.jpg,1482313,0.12402344,0.0
LUCAS2018/CY/644/216/LUCAS2018_64421656_Cover.jpg,1393640,0.0859375,0.0
LUCAS2018/CY/644/216/LUCAS2018_64421626_Cover.jpg,1359665,0.17773438,0.0
LUCAS2018/CY/644/216/LUCAS2018_64421630_Cover.jpg,1722441,0.030761719,0.0
LUCAS2018/CY/644/216/LUCAS2018_64421622_Cover.jpg,1361452,0.107421875,0.0
LUCAS2018/CY/644/216/LUCAS2018_64421624_Cover.jpg,1451554,0.37304688,0.0
LUCAS2018/CY/644/016/LUCAS2018_64401660_Cover.jpg,1392346,0.028198242,0.0
LUCAS2018/CY/644/016/LUCAS2018_64401630_Cover.jpg,1357792,0.19238281,0.0
LUCAS2018/CY/643/816/LUCAS2018_64381660_Cover.jpg,1361304,0.048583984,0.0
LUCAS2018/CY/643/616/LUCAS2018_64361654_Cover.jpg,1406530,0.076171875,0.0
LUCAS2018/CY/643/616/LUCAS2018_64361660_Cover.jpg,1362928,0.032958984,0.0
LUCAS2018/CY/643/616/LUCAS2018_64361632_Cover.jpg,1406530,0.06591797,0.0
LUCAS2018/CY/643/416/LUCAS2018_64341618_Cover.jpg,1406530,0.050048828,0.0
LUCAS2018/CY/643/416/LUCAS2018_64341662_Cover.jpg,1422884,0.0625,0.0
LUCAS2018/CY/643/416/LUCAS2018_64341640_Cover.jpg,1425895,0.076171875,0.0
LUCAS2018/CY/643/216/LUCAS2018_64321652_Cover.jpg,1425895,0.12890625,0.0
LUCAS2018/CY/643/216/LUCAS2018_64321618_Cover.jpg,1361732,0.14257812,0.0
LUCAS2018/CY/643/016/LUCAS2018_64301618_Cover.jpg,1406530,0.08496094,0.0
LUCAS2018/CY/642/816/LUCAS2018_64281654_Cover.jpg,1363551,0.095214844,0.0
LUCAS2018/CY/642/816/LUCAS2018_64281620_Cover.jpg,1425895,0.07421875,0.0
LUCAS2018/CY/642/816/LUCAS2018_64281630_Cover.jpg,1722438,0.05517578,0.0
LUCAS2018/CY/642/616/LUCAS2018_64261652_Cover.jpg,1360637,0.08203125,0.0
LUCAS2018/CY/642/616/LUCAS2018_64261654_Cover.jpg,1361437,0.040283203,0.0
LUCAS2018/CY/642/616/LUCAS2018_64261646_Cover.jpg,1392500,0.061035156,0.0
LUCAS2018/CY/642/616/LUCAS2018_64261638_Cover.jpg,1360690,0.17382812,0.0
LUCAS2018/CY/642/416/LUCAS2018_64241666_Cover.jpg,1744489,0.15234375,0.0
LUCAS2018/CY/642/216/LUCAS2018_64221652_Cover.jpg,1361207,0.076660156,0.0
LUCAS2018/CY/641/616/LUCAS2018_64161656_Cover.jpg,1722437,0.060791016,0.0
LUCAS2018/CY/641/616/LUCAS2018_64161662_Cover.jpg,1406530,0.026977539,0.0
LUCAS2018/CY/641/615/LUCAS2018_64161598_Cover.jpg,1394414,0.040771484,0.0
LUCAS2018/CY/641/216/LUCAS2018_64121652_Cover.jpg,1451554,0.10595703,0.0
LUCAS2018/CY/641/216/LUCAS2018_64121646_Cover.jpg,1743235,0.049560547,0.0
LUCAS2018/CY/641/216/LUCAS2018_64121650_Cover.jpg,1406530,0.049072266,0.0
LUCAS2018/CY/641/216/LUCAS2018_64121638_Cover.jpg,1398784,0.15820312,0.0
LUCAS2018/CY/641/016/LUCAS2018_64101652_Cover.jpg,1361732,0.54296875,0.0
LUCAS2018/CY/640/816/LUCAS2018_64081654_Cover.jpg,1651903,0.060302734,0.0
LUCAS2018/CY/640/816/LUCAS2018_64081660_Cover.jpg,1357999,0.25195312,0.0
LUCAS2018/CY/640/616/LUCAS2018_64061658_Cover.jpg,1691401,0.045654297,0.0
LUCAS2018/CY/640/616/LUCAS2018_64061654_Cover.jpg,1361201,0.040771484,0.0
LUCAS2018/CY/640/416/LUCAS2018_64041612_Cover.jpg,1406530,0.06542969,0.0
LUCAS2018/CY/640/216/LUCAS2018_64021652_Cover.jpg,1361197,0.103515625,0.0
LUCAS2018/CY/640/216/LUCAS2018_64021650_Cover.jpg,1406530,0.04345703,0.0
LUCAS2018/CY/640/216/LUCAS2018_64021640_Cover.jpg,1392040,0.3984375,0.0
LUCAS2018/CY/640/016/LUCAS2018_64001648_Cover.jpg,1722444,0.14355469,0.0
LUCAS2018/CY/639/816/LUCAS2018_63981614_Cover.jpg,1361115,0.026611328,0.0
LUCAS2018/CY/639/416/LUCAS2018_63941610_Cover.jpg,1357962,0.041015625,0.0
LUCAS2018/CY/639/416/LUCAS2018_63941612_Cover.jpg,1650706,0.09863281,0.0
LUCAS2018/CY/638/615/LUCAS2018_63861598_Cover.jpg,1357558,0.609375,0.0
LUCAS2018/CY/638/416/LUCAS2018_63841608_Cover.jpg,1451554,0.16113281,0.0
LUCAS2018/CY/638/216/LUCAS2018_63821618_Cover.jpg,1363409,0.02355957,0.0
LUCAS2018/CY/638/216/LUCAS2018_63821616_Cover.jpg,1744194,0.021972656,0.0
LUCAS2018/CY/638/216/LUCAS2018_63821614_Cover.jpg,1357687,0.11767578,0.0
LUCAS2018/CY/638/216/LUCAS2018_63821606_Cover.jpg,1451554,0.08544922,0.0
LUCAS2018/CY/638/016/LUCAS2018_63801616_Cover.jpg,1398119,0.106933594,0.0
LUCAS2018/CY/638/016/LUCAS2018_63801604_Cover.jpg,1406530,0.06689453,0.0
LUCAS2018/CY/637/416/LUCAS2018_63741608_Cover.jpg,1356657,0.024414062,0.0
LUCAS2018/CY/637/416/LUCAS2018_63741606_Cover.jpg,1425569,0.032470703,0.0
LUCAS2018/CY/637/416/LUCAS2018_63741622_Cover.jpg,1425895,0.052246094,0.0
LUCAS2018/CY/637/216/LUCAS2018_63721614_Cover.jpg,1414356,0.02758789,0.0
LUCAS2018/CY/637/216/LUCAS2018_63721610_Cover.jpg,1650353,0.020263672,0.0
LUCAS2018/CY/637/216/LUCAS2018_63721604_Cover.jpg,1361452,0.09033203,0.0
LUCAS2018/CY/637/216/LUCAS2018_63721612_Cover.jpg,1359667,0.25390625,0.0
LUCAS2018/CY/637/016/LUCAS2018_63701624_Cover.jpg,1363485,0.050048828,0.0
LUCAS2018/CY/637/016/LUCAS2018_63701620_Cover.jpg,1406530,0.080078125,0.0
LUCAS2018/CY/637/016/LUCAS2018_63701606_Cover.jpg,1361134,0.10839844,0.0
LUCAS2018/CY/637/016/LUCAS2018_63701600_Cover.jpg,1742774,0.18164062,0.0
LUCAS2018/CY/636/816/LUCAS2018_63681630_Cover.jpg,1653867,0.025146484,0.0
LUCAS2018/CY/636/816/LUCAS2018_63681612_Cover.jpg,1650706,0.11328125,0.0
LUCAS2018/CY/636/816/LUCAS2018_63681624_Cover.jpg,1425895,0.10205078,0.0
LUCAS2018/CY/636/816/LUCAS2018_63681602_Cover.jpg,1452689,0.041259766,0.0
LUCAS2018/CY/636/816/LUCAS2018_63681604_Cover.jpg,1499749,0.32617188,0.0
LUCAS2018/CY/636/616/LUCAS2018_63661648_Cover.jpg,1744489,0.09033203,0.0
LUCAS2018/CY/636/616/LUCAS2018_63661624_Cover.jpg,1356149,0.07373047,0.0
LUCAS2018/CY/636/616/LUCAS2018_63661618_Cover.jpg,1452284,0.030517578,0.0
LUCAS2018/CY/636/416/LUCAS2018_63641606_Cover.jpg,1356171,0.23730469,0.0
LUCAS2018/CY/636/416/LUCAS2018_63641616_Cover.jpg,1706074,0.060302734,0.0
LUCAS2018/CY/636/216/LUCAS2018_63621606_Cover.jpg,1451554,0.12597656,0.0
LUCAS2018/CY/636/016/LUCAS2018_63601614_Cover.jpg,1361207,0.0859375,0.0
LUCAS2018/CY/635/816/LUCAS2018_63581618_Cover.jpg,1394477,0.064941406,0.0
LUCAS2018/CY/635/816/LUCAS2018_63581624_Cover.jpg,1361197,0.051513672,0.0
LUCAS2018/CY/635/816/LUCAS2018_63581612_Cover.jpg,1357553,0.13085938,0.0
LUCAS2018/CY/635/616/LUCAS2018_63561630_Cover.jpg,1396330,0.092285156,0.0
LUCAS2018/CY/635/416/LUCAS2018_63541622_Cover.jpg,1737429,0.13085938,0.0
LUCAS2018/CY/635/216/LUCAS2018_63521624_Cover.jpg,1431896,0.18359375,0.0
LUCAS2018/CY/635/016/LUCAS2018_63501624_Cover.jpg,1356691,0.017822266,0.0
LUCAS2018/BG/580/424/LUCAS2018_58042436_Cover.jpg,1361421,0.107421875,0.0
LUCAS2018/BG/580/024/LUCAS2018_58002466_Cover.jpg,1393640,0.17871094,0.0
LUCAS2018/BG/579/824/LUCAS2018_57982472_Cover.jpg,1398786,0.33203125,0.0
LUCAS2018/BG/579/424/LUCAS2018_57942456_Cover.jpg,1356055,0.088378906,0.0
LUCAS2018/BG/578/424/LUCAS2018_57842444_Cover.jpg,1741614,0.022827148,0.0
LUCAS2018/BG/578/024/LUCAS2018_57802460_Cover.jpg,1393754,0.38476562,0.0
LUCAS2018/BG/577/824/LUCAS2018_57782436_Cover.jpg,1741816,0.29492188,0.0
LUCAS2018/BG/577/024/LUCAS2018_57702460_Cover.jpg,1718548,0.044677734,0.0
LUCAS2018/BG/576/624/LUCAS2018_57662456_Cover.jpg,1398786,0.39648438,0.0
LUCAS2018/BG/576/623/LUCAS2018_57662360_Cover.jpg,1465444,0.029907227,0.0
LUCAS2018/BG/576/623/LUCAS2018_57662312_Cover.jpg,1425569,0.16503906,0.0
LUCAS2018/BG/576/424/LUCAS2018_57642448_Cover.jpg,1398786,0.6484375,0.0
LUCAS2018/BG/576/423/LUCAS2018_57642382_Cover.jpg,1465444,0.07128906,0.0
LUCAS2018/BG/576/224/LUCAS2018_57622414_Cover.jpg,1359665,0.056396484,0.0
LUCAS2018/BG/576/024/LUCAS2018_57602416_Cover.jpg,1359174,0.29296875,0.0
LUCAS2018/BG/576/024/LUCAS2018_57602410_Cover.jpg,1358460,0.22753906,0.0
LUCAS2018/BG/576/024/LUCAS2018_57602412_Cover.jpg,1361206,0.046142578,0.0
LUCAS2018/BG/575/824/LUCAS2018_57582476_Cover.jpg,1358196,0.5,0.0
LUCAS2018/BG/575/824/LUCAS2018_57582456_Cover.jpg,1395690,0.28515625,0.0
LUCAS2018/BG/575/824/LUCAS2018_57582454_Cover.jpg,1357499,0.48046875,0.0
LUCAS2018/BG/575/824/LUCAS2018_57582430_Cover.jpg,1392340,0.04736328,0.0
LUCAS2018/BG/575/624/LUCAS2018_57562410_Cover.jpg,1361452,0.038085938,0.0
LUCAS2018/BG/575/623/LUCAS2018_57562334_Cover.jpg,1411651,0.6328125,0.0
LUCAS2018/BG/575/223/LUCAS2018_57522336_Cover.jpg,1361588,0.04345703,0.0
LUCAS2018/BG/575/024/LUCAS2018_57502446_Cover.jpg,1737446,0.020996094,0.0
LUCAS2018/BG/574/824/LUCAS2018_57482454_Cover.jpg,1581623,0.37695312,0.0
LUCAS2018/BG/574/823/LUCAS2018_57482396_Cover.jpg,1361421,0.118652344,0.0
LUCAS2018/BG/574/823/LUCAS2018_57482360_Cover.jpg,1355897,0.40820312,0.0
LUCAS2018/BG/574/624/LUCAS2018_57462462_Cover.jpg,1358196,0.296875,0.0
LUCAS2018/BG/574/623/LUCAS2018_57462336_Cover.jpg,1711782,0.03466797,0.0
LUCAS2018/BG/574/423/LUCAS2018_57442310_Cover.jpg,1398824,0.01574707,0.0
LUCAS2018/BG/574/423/LUCAS2018_57442334_Cover.jpg,1363223,0.104003906,0.0
LUCAS2018/BG/574/024/LUCAS2018_57402400_Cover.jpg,1581623,0.35546875,0.0
LUCAS2018/BG/573/224/LUCAS2018_57322468_Cover.jpg,1358196,0.390625,0.0
LUCAS2018/BG/573/224/LUCAS2018_57322402_Cover.jpg,1389728,0.05517578,0.0
LUCAS2018/BG/573/024/LUCAS2018_57302402_Cover.jpg,1362697,0.68359375,0.0
LUCAS2018/BG/573/023/LUCAS2018_57302330_Cover.jpg,1358255,0.18457031,0.0
LUCAS2018/BG/573/023/LUCAS2018_57302396_Cover.jpg,1361539,0.037841797,0.0
LUCAS2018/BG/572/824/LUCAS2018_57282446_Cover.jpg,1384482,0.12988281,0.0
LUCAS2018/BG/572/624/LUCAS2018_57262446_Cover.jpg,1358196,0.30859375,0.0
LUCAS2018/BG/572/624/LUCAS2018_57262404_Cover.jpg,1555231,0.40039062,0.0
LUCAS2018/BG/572/623/LUCAS2018_57262396_Cover.jpg,1362592,0.024780273,0.0
LUCAS2018/BG/572/622/LUCAS2018_57262276_Cover.jpg,1743663,0.04663086,0.0
LUCAS2018/BG/572/424/LUCAS2018_57242410_Cover.jpg,1356055,0.08300781,0.0
LUCAS2018/BG/572/424/LUCAS2018_57242402_Cover.jpg,1363579,0.22460938,0.0
LUCAS2018/BG/572/224/LUCAS2018_57222404_Cover.jpg,1394523,0.028442383,0.0
LUCAS2018/BG/572/224/LUCAS2018_57222456_Cover.jpg,1649444,0.053955078,0.0
LUCAS2018/BG/572/223/LUCAS2018_57222328_Cover.jpg,1361732,0.10986328,0.0
LUCAS2018/BG/572/024/LUCAS2018_57202458_Cover.jpg,1361281,0.06933594,0.0
LUCAS2018/BG/572/024/LUCAS2018_57202416_Cover.jpg,1673274,0.52734375,0.0
LUCAS2018/BG/572/023/LUCAS2018_57202394_Cover.jpg,1363056,0.060791016,0.0
LUCAS2018/BG/572/023/LUCAS2018_57202398_Cover.jpg,1356521,0.22558594,0.0
LUCAS2018/BG/572/022/LUCAS2018_57202274_Cover.jpg,1653867,0.06933594,0.0
LUCAS2018/BG/571/824/LUCAS2018_57182484_Cover.jpg,1357496,0.33398438,0.0
LUCAS2018/BG/571/823/LUCAS2018_57182388_Cover.jpg,1742627,0.58203125,0.0
LUCAS2018/BG/571/823/LUCAS2018_57182304_Cover.jpg,1363895,0.114746094,0.0
LUCAS2018/BG/571/624/LUCAS2018_57162484_Cover.jpg,1706074,0.037353516,0.0
LUCAS2018/BG/571/624/LUCAS2018_57162448_Cover.jpg,1392502,0.047607422,0.0
LUCAS2018/BG/571/424/LUCAS2018_57142410_Cover.jpg,1396737,0.011108398,0.0
LUCAS2018/BG/571/424/LUCAS2018_57142486_Cover.jpg,1578141,0.18261719,0.0
LUCAS2018/BG/571/423/LUCAS2018_57142384_Cover.jpg,1396880,0.36914062,0.0
LUCAS2018/BG/571/423/LUCAS2018_57142370_Cover.jpg,1359174,0.08300781,0.0
LUCAS2018/BG/571/422/LUCAS2018_57142270_Cover.jpg,1396880,0.10595703,0.0
LUCAS2018/BG/571/024/LUCAS2018_57102442_Cover.jpg,1363476,0.032714844,0.0
LUCAS2018/BG/570/624/LUCAS2018_57062410_Cover.jpg,1361437,0.20507812,0.0
LUCAS2018/BG/570/623/LUCAS2018_57062316_Cover.jpg,1649664,0.20019531,0.0
LUCAS2018/BG/570/424/LUCAS2018_57042454_Cover.jpg,1411651,0.42382812,0.0
LUCAS2018/BG/570/424/LUCAS2018_57042420_Cover.jpg,1399620,0.061523438,0.0
LUCAS2018/BG/570/224/LUCAS2018_57022450_Cover.jpg,1356489,0.15429688,0.0
LUCAS2018/BG/570/223/LUCAS2018_57022316_Cover.jpg,1393939,0.07910156,0.0
LUCAS2018/BG/570/222/LUCAS2018_57022276_Cover.jpg,1653867,0.055419922,0.0
LUCAS2018/BG/570/024/LUCAS2018_57002482_Cover.jpg,1425569,0.16113281,0.0
LUCAS2018/BG/570/023/LUCAS2018_57002324_Cover.jpg,1719822,0.05053711,0.0
LUCAS2018/BG/570/022/LUCAS2018_57002270_Cover.jpg,1581623,0.30273438,0.0
LUCAS2018/BG/569/824/LUCAS2018_56982430_Cover.jpg,1360509,0.043945312,0.0
LUCAS2018/BG/569/823/LUCAS2018_56982332_Cover.jpg,1396765,0.07519531,0.0
LUCAS2018/BG/569/624/LUCAS2018_56962456_Cover.jpg,1741625,0.046875,0.0
LUCAS2018/BG/569/623/LUCAS2018_56962396_Cover.jpg,1411651,0.921875,"tensor([0.], device='cuda:0')"
LUCAS2018/BG/569/622/LUCAS2018_56962294_Cover.jpg,1414356,0.068847656,0.0
LUCAS2018/BG/569/424/LUCAS2018_56942450_Cover.jpg,1361201,0.044921875,0.0
LUCAS2018/BG/569/424/LUCAS2018_56942428_Cover.jpg,1741934,0.083984375,0.0
LUCAS2018/BG/569/424/LUCAS2018_56942414_Cover.jpg,1359342,0.119628906,0.0
LUCAS2018/BG/569/424/LUCAS2018_56942416_Cover.jpg,1362348,0.036376953,0.0
LUCAS2018/BG/569/224/LUCAS2018_56922460_Cover.jpg,1411651,0.765625,0.0
LUCAS2018/BG/569/224/LUCAS2018_56922426_Cover.jpg,1363895,0.30273438,0.0
LUCAS2018/BG/569/024/LUCAS2018_56902488_Cover.jpg,1399620,0.16699219,0.0
LUCAS2018/BG/569/024/LUCAS2018_56902442_Cover.jpg,1581623,0.52734375,0.0
LUCAS2018/BG/569/024/LUCAS2018_56902480_Cover.jpg,1361421,0.18261719,0.0
LUCAS2018/BG/569/024/LUCAS2018_56902426_Cover.jpg,1362697,0.123535156,0.0
LUCAS2018/BG/569/024/LUCAS2018_56902448_Cover.jpg,1397697,0.17382812,0.0
LUCAS2018/BG/569/023/LUCAS2018_56902388_Cover.jpg,1363680,0.359375,0.0
LUCAS2018/BG/568/824/LUCAS2018_56882450_Cover.jpg,1357499,0.43554688,0.0
LUCAS2018/BG/568/823/LUCAS2018_56882392_Cover.jpg,1356648,0.18945312,0.0
LUCAS2018/BG/568/624/LUCAS2018_56862482_Cover.jpg,1647180,0.19140625,0.0
LUCAS2018/BG/568/624/LUCAS2018_56862456_Cover.jpg,1357499,0.32421875,0.0
LUCAS2018/BG/568/424/LUCAS2018_56842488_Cover.jpg,1744200,0.088378906,0.0
LUCAS2018/BG/568/424/LUCAS2018_56842468_Cover.jpg,1741590,0.060546875,0.0
LUCAS2018/BG/568/424/LUCAS2018_56842412_Cover.jpg,1392502,0.037597656,0.0
LUCAS2018/BG/568/422/LUCAS2018_56842242_Cover.jpg,1653867,0.084472656,0.0
LUCAS2018/BG/568/224/LUCAS2018_56822416_Cover.jpg,1453566,0.044433594,0.0
LUCAS2018/BG/568/224/LUCAS2018_56822408_Cover.jpg,1411651,0.49414062,0.0
LUCAS2018/BG/568/222/LUCAS2018_56822240_Cover.jpg,1465444,0.012756348,0.0
LUCAS2018/BG/568/023/LUCAS2018_56802316_Cover.jpg,1651903,0.21777344,0.0
LUCAS2018/BG/568/022/LUCAS2018_56802294_Cover.jpg,1363895,0.042236328,0.0
LUCAS2018/BG/567/824/LUCAS2018_56782474_Cover.jpg,1356521,0.038330078,0.0
LUCAS2018/BG/567/824/LUCAS2018_56782452_Cover.jpg,1411651,0.5390625,0.0
LUCAS2018/BG/567/822/LUCAS2018_56782282_Cover.jpg,1363895,0.15722656,0.0
LUCAS2018/BG/567/822/LUCAS2018_56782268_Cover.jpg,1356521,0.29492188,0.0
LUCAS2018/BG/567/822/LUCAS2018_56782232_Cover.jpg,1414356,0.04736328,0.0
LUCAS2018/BG/567/624/LUCAS2018_56762410_Cover.jpg,1389059,0.12158203,0.0
LUCAS2018/BG/567/423/LUCAS2018_56742318_Cover.jpg,1653867,0.055908203,0.0
LUCAS2018/BG/567/422/LUCAS2018_56742294_Cover.jpg,1363499,0.01574707,0.0
LUCAS2018/BG/567/422/LUCAS2018_56742268_Cover.jpg,1581623,0.080566406,0.0
LUCAS2018/BG/567/422/LUCAS2018_56742262_Cover.jpg,1395675,0.0234375,0.0
LUCAS2018/BG/567/422/LUCAS2018_56742256_Cover.jpg,1362913,0.099121094,0.0
LUCAS2018/BG/567/224/LUCAS2018_56722432_Cover.jpg,1363016,0.03173828,0.0
LUCAS2018/BG/567/224/LUCAS2018_56722404_Cover.jpg,1653867,0.056884766,0.0
LUCAS2018/BG/567/223/LUCAS2018_56722388_Cover.jpg,1359506,0.099609375,0.0
LUCAS2018/BG/567/222/LUCAS2018_56722286_Cover.jpg,1358196,0.19726562,0.0
LUCAS2018/BG/567/222/LUCAS2018_56722252_Cover.jpg,1647575,0.011962891,0.0
LUCAS2018/BG/567/024/LUCAS2018_56702470_Cover.jpg,1357558,0.06738281,0.0
LUCAS2018/BG/567/024/LUCAS2018_56702440_Cover.jpg,1650353,0.044189453,0.0
LUCAS2018/BG/567/024/LUCAS2018_56702438_Cover.jpg,1411651,0.3125,0.0
LUCAS2018/BG/567/024/LUCAS2018_56702400_Cover.jpg,1361421,0.0625,0.0
LUCAS2018/BG/567/022/LUCAS2018_56702260_Cover.jpg,1361437,0.03466797,0.0
LUCAS2018/BG/566/824/LUCAS2018_56682436_Cover.jpg,1411651,0.5625,0.0
LUCAS2018/BG/566/824/LUCAS2018_56682408_Cover.jpg,1399464,0.045166016,0.0
LUCAS2018/BG/566/823/LUCAS2018_56682316_Cover.jpg,1356055,0.65625,0.0
LUCAS2018/BG/566/823/LUCAS2018_56682308_Cover.jpg,1581623,0.20898438,0.0
LUCAS2018/BG/566/823/LUCAS2018_56682314_Cover.jpg,1741625,0.16894531,0.0
LUCAS2018/BG/566/822/LUCAS2018_56682258_Cover.jpg,1425172,0.06591797,0.0
LUCAS2018/BG/566/822/LUCAS2018_56682254_Cover.jpg,1743138,0.024658203,0.0
LUCAS2018/BG/566/624/LUCAS2018_56662416_Cover.jpg,1359590,0.06298828,0.0
LUCAS2018/BG/566/623/LUCAS2018_56662392_Cover.jpg,1392502,0.033691406,0.0
LUCAS2018/BG/566/623/LUCAS2018_56662374_Cover.jpg,1356055,0.12207031,0.0
LUCAS2018/BG/566/623/LUCAS2018_56662302_Cover.jpg,1361437,0.19335938,0.0
LUCAS2018/BG/566/422/LUCAS2018_56642230_Cover.jpg,1363016,0.053466797,0.0
LUCAS2018/BG/566/422/LUCAS2018_56642228_Cover.jpg,1465444,0.020385742,0.0
LUCAS2018/BG/566/224/LUCAS2018_56622480_Cover.jpg,1741590,0.052734375,0.0
LUCAS2018/BG/566/224/LUCAS2018_56622430_Cover.jpg,1396319,0.06640625,0.0
LUCAS2018/BG/566/223/LUCAS2018_56622390_Cover.jpg,1361155,0.033447266,0.0
LUCAS2018/BG/566/222/LUCAS2018_56622276_Cover.jpg,1391337,0.11767578,0.0
LUCAS2018/BG/566/222/LUCAS2018_56622264_Cover.jpg,1362928,0.021972656,0.0
LUCAS2018/BG/566/222/LUCAS2018_56622252_Cover.jpg,1360755,0.13476562,0.0
LUCAS2018/BG/566/222/LUCAS2018_56622238_Cover.jpg,1737429,0.1328125,0.0
LUCAS2018/BG/566/023/LUCAS2018_56602386_Cover.jpg,1363555,0.030639648,0.0
LUCAS2018/BG/566/023/LUCAS2018_56602370_Cover.jpg,1437044,0.038085938,0.0
LUCAS2018/BG/566/023/LUCAS2018_56602314_Cover.jpg,1437044,0.055419922,0.0
LUCAS2018/BG/566/022/LUCAS2018_56602220_Cover.jpg,1396940,0.03515625,0.0
LUCAS2018/BG/566/022/LUCAS2018_56602218_Cover.jpg,1357962,0.088378906,0.0
LUCAS2018/BG/566/021/LUCAS2018_56602192_Cover.jpg,1395690,0.01977539,0.0
LUCAS2018/BG/566/021/LUCAS2018_56602174_Cover.jpg,1389039,0.06591797,0.0
LUCAS2018/BG/565/824/LUCAS2018_56582470_Cover.jpg,1399620,0.23046875,0.0
LUCAS2018/BG/565/824/LUCAS2018_56582442_Cover.jpg,1664946,0.59765625,0.0
LUCAS2018/BG/565/824/LUCAS2018_56582418_Cover.jpg,1394523,0.03515625,0.0
LUCAS2018/BG/565/822/LUCAS2018_56582258_Cover.jpg,1361421,0.055908203,0.0
LUCAS2018/BG/565/822/LUCAS2018_56582230_Cover.jpg,1396880,0.025390625,0.0
LUCAS2018/BG/565/623/LUCAS2018_56562368_Cover.jpg,1391471,0.049316406,0.0
